Date,Close,RSI,20DMA,50DMA,Buy_Signal,Sell_Signal,Position,Daily_Return,Strategy_Return,Cumulative_Strategy_Return,Ticker
2025-02-10,4036.949951171875,,,,False,False,0,,,,TCS
2025-02-11,3963.550048828125,,,,False,False,0,-0.018182019403644833,-0.0,1.0,TCS
2025-02-12,3950.14990234375,,,,False,False,0,-0.003380844525562865,-0.0,1.0,TCS
2025-02-13,3910.14990234375,,,,False,False,0,-0.010126197989667851,-0.0,1.0,TCS
2025-02-14,3934.85009765625,,,,False,False,0,0.006316943321711177,0.0,1.0,TCS
2025-02-17,3904.5,,,,False,False,0,-0.007713152192081685,-0.0,1.0,TCS
2025-02-18,3873.199951171875,,,,False,False,0,-0.008016403848924325,-0.0,1.0,TCS
2025-02-19,3784.10009765625,,,,False,False,0,-0.02300419669494913,-0.0,1.0,TCS
2025-02-20,3779.39990234375,,,,False,False,0,-0.0012420906400999465,-0.0,1.0,TCS
2025-02-21,3786.0,,,,False,False,0,0.0017463348221384845,0.0,1.0,TCS
2025-02-24,3675.60009765625,,,,False,False,0,-0.02916003759739827,-0.0,1.0,TCS
2025-02-25,3629.550048828125,,,,False,False,0,-0.012528579716136412,-0.0,1.0,TCS
2025-02-27,3612.550048828125,,,,False,False,0,-0.0046837761626923324,-0.0,1.0,TCS
2025-02-28,3483.25,3.981146686066623,,,False,False,0,-0.03579190518621844,-0.0,1.0,TCS
2025-03-03,3493.050048828125,6.221881695071417,,,False,False,0,0.0028134784549271874,0.0,1.0,TCS
2025-03-04,3532.050048828125,14.748147366821001,,,False,False,0,0.011165027541785166,0.0,1.0,TCS
2025-03-05,3547.050048828125,17.84212987444839,,,False,False,0,0.004246825439230939,0.0,1.0,TCS
2025-03-06,3601.60009765625,28.06644281253537,,,False,False,0,0.015378990450430008,0.0,1.0,TCS
2025-03-07,3611.199951171875,29.723916555792485,,,False,False,0,0.0026654412636961666,0.0,1.0,TCS
2025-03-10,3589.64990234375,28.155550347037178,3734.9200073242187,,False,False,0,-0.005967559016257673,-0.0,1.0,TCS
2025-03-11,3575.300048828125,27.129048129586067,3711.837512207031,,False,False,0,-0.003997563524580916,-0.0,1.0,TCS
2025-03-12,3506.199951171875,22.81544077292567,3688.970007324219,,False,False,0,-0.019327076528555698,-0.0,1.0,TCS
2025-03-13,3511.050048828125,23.732092563979236,3667.0150146484375,,False,False,0,0.0013832918041736253,0.0,1.0,TCS
2025-03-17,3497.699951171875,22.925038409079406,3646.3925170898438,,False,False,0,-0.0038023091299156375,-0.0,1.0,TCS
2025-03-18,3497.699951171875,22.925038409079406,3624.535009765625,,False,False,0,0.0,0.0,1.0,TCS
2025-03-19,3497.10009765625,22.88448401644972,3604.1650146484376,,False,False,0,-0.00017149942076188918,-0.0,1.0,TCS
2025-03-20,3563.14990234375,36.25593654518168,3588.6625122070313,,False,False,0,0.018887021487250744,0.0,1.0,TCS
2025-03-21,3578.10009765625,38.840920035159265,3578.362512207031,,False,False,0,0.004195780621709444,0.0,1.0,TCS
2025-03-24,3628.949951171875,46.750621548444755,3570.8400146484373,,False,False,0,0.014211411678765717,0.0,1.0,TCS
2025-03-25,3657.75,50.64400571104508,3564.4275146484374,,False,False,0,0.007936193448693007,0.0,1.0,TCS
2025-03-26,3635.800048828125,47.776825299092664,3562.4375122070314,,False,False,0,-0.006000943523169933,-0.0,1.0,TCS
2025-03-27,3651.199951171875,49.91906702685738,3563.5200073242186,,False,False,0,0.004235629610245928,0.0,1.0,TCS
2025-03-28,3606.14990234375,44.20624361043314,3563.2,,False,False,0,-0.012338422828272133,-0.0,1.0,TCS
2025-04-01,3550.800048828125,38.392723784742,3566.577502441406,,False,False,0,-0.015348738963860464,-0.0,1.0,TCS
2025-04-02,3543.949951171875,37.731386092890965,3569.1224975585938,,False,False,0,-0.0019291702044756942,-0.0,1.0,TCS
2025-04-03,3403.14990234375,27.315881811572652,3562.677490234375,,False,False,0,-0.039729694484417544,-0.0,1.0,TCS
2025-04-04,3299.39990234375,22.407475965208505,3550.2949829101562,,False,False,0,-0.030486461947664245,-0.0,1.0,TCS
2025-04-07,3274.050048828125,21.395834767313787,3533.91748046875,,False,False,0,-0.007683170960154806,-0.0,1.0,TCS
2025-04-08,3292.949951171875,24.14552373667921,3518.00498046875,,False,False,0,0.005772636967023459,0.0,1.0,TCS
2025-04-09,3246.60009765625,22.10344937012242,3500.852490234375,,False,False,0,-0.014075480709668908,-0.0,1.0,TCS
2025-04-11,3231.5,21.4664895657275,3483.662487792969,,False,False,0,-0.004651049467765067,-0.0,1.0,TCS
2025-04-15,3248.199951171875,24.072471298509043,3470.762487792969,,False,False,0,0.005167863584055299,0.0,1.0,TCS
2025-04-16,3273.800048828125,28.01581431601184,3458.8999877929687,,False,False,0,0.007881318281226513,0.0,1.0,TCS
2025-04-17,3298.89990234375,31.758048633012848,3448.9599853515624,,False,False,0,0.007666886535910855,0.0,1.0,TCS
2025-04-21,3321.60009765625,35.046846717946394,3440.154992675781,,False,False,0,0.006881140981686684,0.0,1.0,TCS
2025-04-22,3314.39990234375,34.4792460454982,3431.019982910156,,False,False,0,-0.0021676887948012258,-0.0,1.0,TCS
2025-04-23,3413.0,47.11131464142454,3423.512487792969,,False,False,0,0.02974900451406781,0.0,1.0,TCS
2025-04-24,3401.60009765625,46.00691273019349,3414.6874877929686,,False,False,0,-0.0033401413254467993,-0.0,1.0,TCS
2025-04-25,3448.0,51.037998359836045,3405.639990234375,,False,False,0,0.013640610598441683,0.0,1.0,TCS
2025-04-28,3443.5,50.546082100553825,3394.927490234375,3562.1989990234374,False,False,0,-0.0013051044083526309,-0.0,1.0,TCS
2025-04-29,3472.5,53.646700800240126,3386.762487792969,3550.91,False,False,0,0.00842166400464639,0.0,1.0,TCS
2025-04-30,3453.699951171875,51.396968591444654,3376.887487792969,3540.712998046875,False,False,0,-0.005413980944024455,-0.0,1.0,TCS
2025-05-02,3431.0,48.73920192516706,3368.129992675781,3530.33,False,False,0,-0.006572647158932465,-0.0,1.0,TCS
2025-05-05,3454.300048828125,51.510864622816285,3363.3049926757812,3521.2130029296877,False,False,0,0.0067910372568129596,0.0,1.0,TCS
2025-05-06,3460.0,52.19187806539795,3359.1074951171877,3511.7160009765626,False,False,0,0.0016501030863860233,0.0,1.0,TCS
2025-05-07,3445.10009765625,50.20683004962244,3361.2050048828123,3502.5280029296873,False,False,0,-0.004306330157153204,-0.0,1.0,TCS
2025-05-08,3448.89990234375,50.72156954673542,3368.6800048828127,3494.042001953125,False,False,0,0.0011029591535192118,0.0,1.0,TCS
2025-05-09,3440.300048828125,49.47499588029967,3376.9925048828127,3487.1660009765624,False,False,0,-0.002493506265514034,-0.0,1.0,TCS
2025-05-12,3620.39990234375,67.49306573779432,3393.3650024414064,3483.9860009765625,False,False,0,0.05235004242637875,0.0,1.0,TCS
2025-05-13,3515.0,55.10730669175827,3406.7849975585937,3478.5660009765625,False,False,0,-0.029112779026294056,-0.0,1.0,TCS
2025-05-14,3548.699951171875,57.77541010302677,3422.6449951171876,3476.027998046875,False,False,0,0.00958746832770263,0.0,1.0,TCS
2025-05-15,3579.89990234375,60.137522761918724,3439.2299926757814,3475.0349951171875,False,False,0,0.008791938343948091,0.0,1.0,TCS
2025-05-16,3561.300048828125,58.05256679835186,3453.6049926757814,3474.0099951171874,False,False,0,-0.0051956350800332896,-0.0,1.0,TCS
2025-05-19,3518.800048828125,53.48923711805389,3464.6,3474.72099609375,False,False,0,-0.011933844219047196,-0.0,1.0,TCS
2025-05-20,3498.300048828125,51.390802543834894,3473.4349975585938,3474.82599609375,False,False,0,-0.005825849640654357,-0.0,1.0,TCS
2025-05-21,3525.800048828125,53.99797349883606,3484.0050048828125,3474.70099609375,False,False,0,0.007860960928497862,0.0,1.0,TCS
2025-05-22,3477.0,48.97775962160766,3487.2050048828123,3473.2999951171873,False,False,0,-0.013840844106955186,-0.0,1.0,TCS
2025-05-23,3514.60009765625,52.63189137480932,3492.8550048828124,3471.5599951171876,False,False,0,0.01081394813236991,0.0,1.0,TCS
2025-05-26,3537.300048828125,54.739382646416516,3497.3200073242188,3470.0819970703124,False,False,0,0.0064587579073398516,0.0,1.0,TCS
2025-05-27,3498.699951171875,50.61545488972681,3500.0800048828123,3468.262998046875,False,False,0,-0.010912305182885995,-0.0,1.0,TCS
2025-05-28,3497.699951171875,50.50929054050142,3501.3400024414063,3466.71099609375,False,False,0,-0.00028582045158376257,-0.0,1.0,TCS
2025-05-29,3498.10009765625,50.55398262012058,3503.560009765625,3466.5489990234373,False,False,0,0.000114402747508624,0.0,1.0,TCS
2025-05-30,3463.39990234375,46.62213532920623,3505.1800048828127,3465.59599609375,False,False,0,-0.009919726235321114,-0.0,1.0,TCS
2025-06-02,3449.800048828125,45.1403239242764,3504.9550048828123,3464.637998046875,False,False,0,-0.003926734971154144,-0.0,1.0,TCS
2025-06-03,3405.199951171875,40.5846857607016,3502.2150024414063,3462.787998046875,False,False,0,-0.012928313822536008,-0.0,1.0,TCS
2025-06-04,3380.89990234375,38.31577119862898,3499.004992675781,3460.463994140625,False,False,0,-0.007136159161450162,-0.0,1.0,TCS
2025-06-05,3371.10009765625,37.40751214081253,3495.1150024414064,3456.622998046875,False,False,0,-0.0028985787720915424,-0.0,1.0,TCS
2025-06-06,3384.199951171875,39.47296491524337,3492.3099975585938,3452.7449951171875,False,False,0,0.0038859283723828852,0.0,1.0,TCS
2025-06-09,3421.89990234375,45.08878447213692,3482.3849975585936,3448.603994140625,False,False,0,0.011139989278358131,0.0,1.0,TCS
2025-06-10,3462.89990234375,50.47088789961296,3479.779992675781,3444.7069921875,False,False,0,0.011981647964605324,0.0,1.0,TCS
2025-06-11,3471.89990234375,51.59251081865455,3475.939990234375,3441.4289892578126,False,False,0,0.0025989778087169846,0.0,1.0,TCS
2025-06-12,3434.199951171875,46.81047982112491,3468.654992675781,3437.0889892578125,False,False,0,-0.010858593920413773,-0.0,1.0,TCS
2025-06-13,3445.699951171875,48.382170922303914,3462.8749877929686,3433.879990234375,False,False,0,0.003348669315563768,0.0,1.0,TCS
2025-06-16,3496.300048828125,54.72185921496144,3461.7499877929686,3432.789990234375,False,False,0,0.014684998221926149,0.0,1.0,TCS
2025-06-17,3515.300048828125,56.86422067985518,3462.599987792969,3432.2169921875,False,False,0,0.005434316201313516,0.0,1.0,TCS
2025-06-18,3451.39990234375,48.54501701889341,3458.87998046875,3433.1819921875,False,False,0,-0.01817772184359545,-0.0,1.0,TCS
2025-06-19,3424.0,45.47297018996292,3456.22998046875,3435.673994140625,False,False,0,-0.007938779370406657,-0.0,1.0,TCS
2025-06-20,3435.699951171875,47.01487255614025,3452.2849731445312,3438.9069921875,False,False,0,0.003417041814215871,0.0,1.0,TCS
2025-06-23,3393.60009765625,42.37182220350798,3445.0999755859375,3440.9199951171877,False,False,0,-0.012253646742715452,-0.0,1.0,TCS
2025-06-24,3390.39990234375,42.03201783844072,3439.6849731445313,3443.7959912109377,False,False,0,-0.0009430089640527495,-0.0,1.0,TCS
2025-06-25,3444.800048828125,49.452911752625184,3437.0399780273438,3448.0619921875,False,False,0,0.016045348056660913,0.0,1.0,TCS
2025-06-26,3441.800048828125,49.0797677992796,3434.2249755859375,3451.933994140625,False,False,0,-0.0008708778325233757,-0.0,1.0,TCS
2025-06-27,3441.10009765625,48.98689348636002,3433.1099853515625,3455.2799951171874,False,False,0,-0.0002033677616203322,-0.0,1.0,TCS
2025-06-30,3462.0,51.912948317878154,3433.7199829101564,3458.5419970703124,False,False,0,0.006073610691530007,0.0,1.0,TCS
2025-07-01,3429.699951171875,47.38896002674697,3434.9449829101563,3460.703994140625,False,False,0,-0.009329881232849502,-0.0,1.0,TCS
2025-07-02,3423.300048828125,46.52384035787983,3437.064990234375,3462.8819970703125,False,False,0,-0.0018660239772763099,-0.0,1.0,TCS
2025-07-03,3400.800048828125,43.51608390105419,3438.5499877929688,3462.637998046875,False,False,0,-0.0065726052870248575,-0.0,1.0,TCS
2025-07-04,3419.800048828125,46.65252233753241,3440.3299926757813,3463.0019970703124,False,False,0,0.005586920644319315,0.0,1.0,TCS
2025-07-07,3411.699951171875,45.49274283901103,3439.8199951171873,3462.27599609375,False,False,0,-0.0023685880871969767,-0.0,1.0,TCS
2025-07-08,3406.199951171875,44.68051919634656,3436.984997558594,3461.5299951171874,False,False,0,-0.0016120995628912116,-0.0,1.0,TCS
2025-07-09,3383.800048828125,41.435798379652766,3432.5800048828123,3459.75599609375,False,False,0,-0.0065762147451278175,-0.0,1.0,TCS
2025-07-10,3382.0,41.17701473438144,3429.970007324219,3458.3219970703126,False,False,0,-0.0005319607548172067,-0.0,1.0,TCS
2025-07-11,3266.0,28.726201790652482,3420.985009765625,3455.0219970703124,False,False,0,-0.0342992312241277,-0.0,1.0,TCS
2025-07-14,3222.699951171875,25.612928996546245,3407.3050048828127,3450.3899951171875,False,False,0,-0.013257822666296715,-0.0,1.0,TCS
2025-07-15,3252.300048828125,31.10945200369366,3394.1550048828126,3446.23599609375,False,False,0,0.009184875447522334,0.0,1.0,TCS
2025-07-16,3233.10009765625,29.582527608554713,3383.2400146484374,3441.99599609375,False,False,0,-0.005903499333892337,-0.0,1.0,TCS
2025-07-17,3209.199951171875,27.75623307070002,3372.5000122070314,3437.2019970703127,False,False,0,-0.007392331125689822,-0.0,1.0,TCS
2025-07-18,3189.89990234375,26.341981992192785,3360.210009765625,3432.193994140625,False,False,0,-0.006013975171935693,-0.0,1.0,TCS
2025-07-21,3158.199951171875,24.16415914693647,3348.4400024414062,3422.9499951171874,False,False,0,-0.009937600596364726,-0.0,1.0,TCS
2025-07-22,3159.60009765625,24.461218778798596,3336.900012207031,3415.8419970703126,False,False,0,0.00044333687100950314,0.0,1.0,TCS
2025-07-23,3179.10009765625,28.65292762924824,3323.6150146484374,3408.45,False,False,0,0.0061716671089055986,0.0,1.0,TCS
2025-07-24,3148.0,26.159680139856476,3308.925012207031,3399.812001953125,False,False,0,-0.009782673304051692,-0.0,1.0,TCS
2025-07-25,3135.800048828125,25.23214250646336,3293.660009765625,3391.302001953125,False,False,0,-0.003875460982171175,-0.0,1.0,TCS
2025-07-28,3079.300048828125,21.440635948717386,3274.525012207031,3382.512001953125,False,False,0,-0.018017730442065227,-0.0,1.0,TCS
2025-07-29,3056.0,20.09931703102066,3255.8400146484373,3373.6660009765624,False,False,0,-0.007566670496105821,-0.0,1.0,TCS
2025-07-30,3053.60009765625,19.96080298436378,3237.355017089844,3364.222001953125,False,False,0,-0.0007853083585569465,-0.0,1.0,TCS
2025-07-31,3036.800048828125,18.9749874194123,3219.1550170898436,3355.4180029296876,False,False,0,-0.005501718722441651,-0.0,1.0,TCS
2025-08-01,3003.0,17.140813325825377,3198.3150146484377,3345.1860009765624,False,False,0,-0.011130152886150046,-0.0,1.0,TCS
2025-08-04,3074.39990234375,32.07703266082602,3181.4500122070312,3335.927998046875,False,False,0,0.023776191256660084,0.0,1.0,TCS
2025-08-05,3063.89990234375,31.186712958547105,3164.335009765625,3327.2319970703124,False,False,0,-0.0034153006549327847,-0.0,1.0,TCS
2025-08-06,3032.300048828125,28.61280677308183,3146.760009765625,3317.9239990234373,False,False,0,-0.010313605053302366,-0.0,1.0,TCS
2025-08-07,3047.0,31.447223271211584,3130.010009765625,3308.9019970703125,False,False,0,0.004847789115577816,0.0,1.0,TCS
2025-08-08,3036.39990234375,30.506599776353625,3118.5300048828126,3300.3619970703126,False,False,0,-0.0034788636876436074,-0.0,1.0,TCS
2025-02-10,1253.6500244140625,,,,False,False,0,,,,RELIANCE
2025-02-11,1234.8499755859375,,,,False,False,0,-0.014996249720420907,-0.0,1.0,RELIANCE
2025-02-12,1216.550048828125,,,,False,False,0,-0.014819554698641935,-0.0,1.0,RELIANCE
2025-02-13,1216.0999755859375,,,,False,False,0,-0.0003699586733986182,-0.0,1.0,RELIANCE
2025-02-14,1217.25,,,,False,False,0,0.0009456660119644411,0.0,1.0,RELIANCE
2025-02-17,1224.9000244140625,,,,False,False,0,0.006284678097401963,0.0,1.0,RELIANCE
2025-02-18,1225.4000244140625,,,,False,False,0,0.0004081965793405473,0.0,1.0,RELIANCE
2025-02-19,1227.449951171875,,,,False,False,0,0.00167286332378902,0.0,1.0,RELIANCE
2025-02-20,1233.0,,,,False,False,0,0.0045216090666884146,0.0,1.0,RELIANCE
2025-02-21,1228.1500244140625,,,,False,False,0,-0.003933475738797654,-0.0,1.0,RELIANCE
2025-02-24,1214.550048828125,,,,False,False,0,-0.01107354583364184,-0.0,1.0,RELIANCE
2025-02-25,1204.0,,,,False,False,0,-0.008686384590165241,-0.0,1.0,RELIANCE
2025-02-27,1207.0999755859375,,,,False,False,0,0.0025747305531043096,0.0,1.0,RELIANCE
2025-02-28,1200.0999755859375,21.984857494133053,,,False,False,0,-0.0057990225677886365,-0.0,1.0,RELIANCE
2025-03-03,1171.25,14.465590504119305,,,False,False,0,-0.02403964350707677,-0.0,1.0,RELIANCE
2025-03-04,1161.9000244140625,12.922954775654986,,,False,False,0,-0.00798290338180363,-0.0,1.0,RELIANCE
2025-03-05,1175.5999755859375,25.465304993914103,,,False,False,0,0.011790989658326145,0.0,1.0,RELIANCE
2025-03-06,1209.5999755859375,46.182926632419914,,,False,False,0,0.028921402437979582,0.0,1.0,RELIANCE
2025-03-07,1249.800048828125,60.25113426889453,,,False,False,0,0.03323418820566215,0.0,1.0,RELIANCE
2025-03-10,1238.4000244140625,55.79671640640239,1215.4800048828124,,False,False,0,-0.009121478611520129,-0.0,1.0,RELIANCE
2025-03-11,1247.300048828125,58.38350719332116,1215.1625061035156,,False,False,0,0.007186712078977475,0.0,1.0,RELIANCE
2025-03-12,1257.050048828125,61.07117836411646,1216.272509765625,,False,False,0,0.007816884164448146,0.0,1.0,RELIANCE
2025-03-13,1247.9000244140625,57.32930041374889,1217.8400085449218,,False,False,0,-0.0072789658793558365,-0.0,1.0,RELIANCE
2025-03-17,1238.8499755859375,53.81704174918395,1218.9775085449219,,False,False,0,-0.007252222654915319,-0.0,1.0,RELIANCE
2025-03-18,1238.8499755859375,53.81704174918395,1220.0575073242187,,False,False,0,0.0,0.0,1.0,RELIANCE
2025-03-19,1247.1500244140625,56.64240398837067,1221.1700073242187,,False,False,0,0.006699801422040075,0.0,1.0,RELIANCE
2025-03-20,1269.1500244140625,63.08829820215261,1223.3575073242187,,False,False,0,0.01764021935559512,0.0,1.0,RELIANCE
2025-03-21,1276.3499755859375,64.92607957530925,1225.802508544922,,False,False,0,0.005673049705214428,0.0,1.0,RELIANCE
2025-03-24,1302.0999755859375,70.56968947741507,1229.2575073242188,,False,False,0,0.02017471735225196,0.0,1.0,RELIANCE
2025-03-25,1285.449951171875,63.45934584439934,1232.1225036621095,,False,False,0,-0.012787055315449214,-0.0,1.0,RELIANCE
2025-03-26,1273.050048828125,58.714664595167825,1235.0475036621094,,False,False,0,-0.009646351717113255,-0.0,1.0,RELIANCE
2025-03-27,1278.199951171875,60.050604953627776,1238.757501220703,,False,False,0,0.004045325907249708,0.0,1.0,RELIANCE
