Date,Close,RSI,20DMA,50DMA,Buy_Signal,Sell_Signal,Position,Daily_Return,Strategy_Return,Cumulative_Strategy_Return,Ticker
2025-03-28,1275.0999755859375,58.81682755014206,1242.1575012207031,,False,False,0,-0.002425266550116323,-0.0,1.0,RELIANCE
2025-04-01,1252.5999755859375,50.67822648245256,1244.7825012207031,,False,False,0,-0.01764567518688931,-0.0,1.0,RELIANCE
2025-04-02,1251.1500244140625,50.19619598760864,1248.7775024414063,,False,False,0,-0.001157553249349852,-0.0,1.0,RELIANCE
2025-04-03,1248.699951171875,49.34214943581989,1253.117498779297,,False,False,0,-0.0019582569591004573,-0.0,1.0,RELIANCE
2025-04-04,1204.699951171875,37.12572795883793,1254.5724975585938,,False,False,0,-0.035236647489820916,-0.0,1.0,RELIANCE
2025-04-07,1165.699951171875,30.028930347059656,1252.3774963378905,,False,False,0,-0.03237320625941975,-0.0,1.0,RELIANCE
2025-04-08,1182.199951171875,35.6347951353673,1248.997491455078,,False,False,0,0.01415458582065865,0.0,1.0,RELIANCE
2025-04-09,1185.3499755859375,36.6778199070373,1246.344989013672,,False,False,0,0.0026645445306776594,0.0,1.0,RELIANCE
2025-04-11,1218.949951171875,46.615178995414226,1244.9274841308593,,False,False,0,0.02834603811362002,0.0,1.0,RELIANCE
2025-04-15,1240.0999755859375,51.748330299582975,1244.07998046875,,False,False,0,0.017351019534254997,0.0,1.0,RELIANCE
2025-04-16,1239.300048828125,51.54645225509395,1243.6499816894532,,False,False,0,-0.0006450502165638028,-0.0,1.0,RELIANCE
2025-04-17,1274.5,59.106485487427655,1245.4324829101563,,False,False,0,0.028403090280807897,0.0,1.0,RELIANCE
2025-04-21,1295.5,62.832335067273156,1248.2649841308594,,False,False,0,0.0164770498234601,0.0,1.0,RELIANCE
2025-04-22,1291.199951171875,61.59481063763128,1250.46748046875,,False,False,0,-0.0033192194736588743,-0.0,1.0,RELIANCE
2025-04-23,1300.0,63.19253855957588,1252.0099792480469,,False,False,0,0.006815403625238803,0.0,1.0,RELIANCE
2025-04-24,1301.5999755859375,63.48993684180217,1253.272479248047,,False,False,0,0.0012307504507211853,0.0,1.0,RELIANCE
2025-04-25,1300.4000244140625,63.078296954126415,1253.187481689453,,False,False,0,-0.000921904728320877,-0.0,1.0,RELIANCE
2025-04-28,1368.800048828125,73.58974445068961,1257.3549865722657,1241.3369970703125,False,False,0,0.052599218032837625,0.0,1.0,RELIANCE
2025-04-29,1399.699951171875,76.80269386413764,1263.687481689453,1244.2579956054688,False,False,0,0.022574445676126542,0.0,1.0,RELIANCE
2025-04-30,1405.0,77.31252332438942,1270.0274841308594,1247.66099609375,False,False,0,0.003786560700875574,0.0,1.0,RELIANCE
2025-05-02,1419.800048828125,78.71904505571578,1277.2624877929688,1251.72599609375,False,False,0,0.010533842582295394,0.0,1.0,RELIANCE
2025-05-05,1431.300048828125,79.76860088233505,1286.197491455078,1256.0299975585938,False,False,0,0.00809973207811332,0.0,1.0,RELIANCE
2025-05-06,1420.9000244140625,76.11271326083791,1294.684991455078,1260.102998046875,False,False,0,-0.007266138516922038,-0.0,1.0,RELIANCE
2025-05-07,1406.0,71.08602019195114,1302.5499938964845,1263.7249975585937,False,False,0,-0.010486328494650254,-0.0,1.0,RELIANCE
2025-05-08,1407.0,71.22338093615767,1312.6649963378907,1267.3569970703124,False,False,0,0.0007112375533429027,0.0,1.0,RELIANCE
2025-05-09,1377.199951171875,61.801164441753635,1323.2399963378907,1270.3519970703126,False,False,0,-0.02117984991337951,-0.0,1.0,RELIANCE
2025-05-12,1436.5,70.23854157178604,1335.9549987792968,1274.4219970703125,False,False,0,0.043058416301616775,0.0,1.0,RELIANCE
2025-05-13,1415.699951171875,64.82945773116148,1347.4724975585937,1278.1729956054687,False,False,0,-0.01447967200008704,-0.0,1.0,RELIANCE
2025-05-14,1424.4000244140625,66.00858506854811,1357.7450012207032,1282.3699951171875,False,False,0,0.0061454217293615,0.0,1.0,RELIANCE
2025-05-15,1454.199951171875,69.74960226356629,1368.45,1287.373994140625,False,False,0,0.02092103780331711,0.0,1.0,RELIANCE
2025-05-16,1456.4000244140625,70.01200868798333,1379.304998779297,1292.3599951171875,False,False,0,0.001512909720849942,0.0,1.0,RELIANCE
2025-05-19,1440.800048828125,65.66257468752393,1387.6200012207032,1297.1739965820314,False,False,0,-0.010711326094775098,-0.0,1.0,RELIANCE
2025-05-20,1424.5999755859375,61.39693065918873,1394.075,1302.24099609375,False,False,0,-0.01124380392363522,-0.0,1.0,RELIANCE
2025-05-21,1429.199951171875,62.14884619323299,1400.975,1307.5869946289063,False,False,0,0.0032289594726726545,0.0,1.0,RELIANCE
2025-05-22,1409.4000244140625,57.00212103902868,1406.445001220703,1312.2629956054689,False,False,0,-0.013853853508445368,-0.0,1.0,RELIANCE
2025-05-23,1426.800048828125,60.12709725996076,1412.7050048828125,1316.6069970703124,False,False,0,0.012345696120798832,0.0,1.0,RELIANCE
2025-05-26,1434.800048828125,61.51209408900604,1419.4250061035157,1320.3069970703125,False,False,0,0.005606952429368484,0.0,1.0,RELIANCE
2025-05-27,1422.0999755859375,58.064002319545814,1422.0900024414063,1323.98099609375,False,False,0,-0.008851458607462614,-0.0,1.0,RELIANCE
2025-05-28,1412.9000244140625,55.6312327887385,1422.7500061035157,1327.2929956054688,False,False,0,-0.0064692717318164394,-0.0,1.0,RELIANCE
2025-05-29,1417.800048828125,56.67248324194792,1423.3900085449218,1330.5079956054688,False,False,0,0.003468061667062816,0.0,1.0,RELIANCE
2025-05-30,1420.9000244140625,57.35434656043663,1423.4450073242188,1333.9679956054688,False,False,0,0.0021864688102526397,0.0,1.0,RELIANCE
2025-06-02,1413.699951171875,55.18216757082453,1422.5650024414062,1337.4649951171875,False,False,0,-0.005067262381923454,-0.0,1.0,RELIANCE
2025-06-03,1405.5,52.732718205087785,1421.7950012207032,1340.7979956054687,False,False,0,-0.005800347637472614,-0.0,1.0,RELIANCE
2025-06-04,1423.5,57.22161871325688,1422.6700012207032,1344.3249951171874,False,False,0,0.012806830309498363,0.0,1.0,RELIANCE
2025-06-05,1442.4000244140625,61.369999455779585,1424.4400024414062,1347.7899951171876,False,False,0,0.013277150975807839,0.0,1.0,RELIANCE
2025-06-06,1443.5,61.60337357673051,1427.7550048828125,1351.1329956054688,False,False,0,0.0007626009202157391,0.0,1.0,RELIANCE
2025-06-09,1448.800048828125,62.77044473655235,1428.3700073242187,1354.0669970703125,False,False,0,0.0036716652775372616,0.0,1.0,RELIANCE
2025-06-10,1438.5,59.016224166086005,1429.510009765625,1357.127998046875,False,False,0,-0.0071093653237078724,-0.0,1.0,RELIANCE
2025-06-11,1448.9000244140625,61.51883082997715,1430.735009765625,1360.6449975585938,False,False,0,0.007229770187043849,0.0,1.0,RELIANCE
2025-06-12,1441.5999755859375,58.80447311060084,1430.1050109863281,1363.912998046875,False,False,0,-0.0050383385362128275,-0.0,1.0,RELIANCE
2025-06-13,1427.9000244140625,53.989984647168306,1428.6800109863282,1366.9689990234374,False,False,0,-0.009503295923896427,-0.0,1.0,RELIANCE
2025-06-16,1437.800048828125,56.74591862939395,1428.530010986328,1370.6730004882813,False,False,0,0.006933275610892187,0.0,1.0,RELIANCE
2025-06-17,1431.199951171875,54.40620014636855,1428.860009765625,1374.2739990234375,False,False,0,-0.004590414127214282,-0.0,1.0,RELIANCE
2025-06-18,1430.0999755859375,54.00653830614007,1428.905010986328,1377.9019995117187,False,False,0,-0.0007685687698890664,-0.0,1.0,RELIANCE
2025-06-19,1433.300048828125,55.04125166570761,1430.1000122070313,1382.4740014648437,False,False,0,0.0022376570147666364,0.0,1.0,RELIANCE
2025-06-20,1466.199951171875,64.00658408599276,1432.0700073242188,1388.4840014648437,False,False,0,0.022953953270739902,0.0,1.0,RELIANCE
2025-06-23,1456.800048828125,60.30635444759129,1433.1700073242187,1393.9760034179687,False,False,0,-0.006411064422855217,-0.0,1.0,RELIANCE
2025-06-24,1450.800048828125,58.00143701406337,1434.6050109863281,1399.2850048828125,False,False,0,-0.004118616006930087,-0.0,1.0,RELIANCE
2025-06-25,1467.300048828125,62.271896878171475,1437.3250122070312,1404.2520068359374,False,False,0,0.011373035183813052,0.0,1.0,RELIANCE
2025-06-26,1495.300048828125,68.1840294050376,1441.2000122070312,1409.3560083007812,False,False,0,0.019082668212518916,0.0,1.0,RELIANCE
2025-06-27,1515.4000244140625,71.62186583765165,1445.9250122070312,1414.8780078125,False,False,0,0.013442101872256362,0.0,1.0,RELIANCE
2025-06-30,1500.5999755859375,65.96943689083017,1450.2700134277343,1419.4000073242187,False,False,0,-0.009766430374611779,-0.0,1.0,RELIANCE
