Date,Open_RELIANCE,High_RELIANCE,Low_RELIANCE,Close_RELIANCE,Adj Close_RELIANCE,Volume_RELIANCE,Open_TCS,High_TCS,Low_TCS,Close_TCS,Adj Close_TCS,Volume_TCS,Open_INFY,High_INFY,Low_INFY,Close_INFY,Adj Close_INFY,Volume_INFY
2025-02-24,1216.550048828125,1223.25,1210.5,1214.550048828125,1214.550048828125,7172498,3743.14990234375,3763.199951171875,3670.0,3675.60009765625,3630.895751953125,2508516,1800.050048828125,1808.0,1750.25,1764.0999755859375,1739.623291015625,7594720
2025-02-25,1211.0,1221.0,1201.5,1204.0,1204.0,11552182,3625.0,3658.0,3621.25,3629.550048828125,3585.40576171875,4101954,1745.1500244140625,1778.449951171875,1745.1500244140625,1767.699951171875,1743.17333984375,5092963
2025-02-27,1212.800048828125,1215.0,1200.6500244140625,1207.0999755859375,1207.0999755859375,11509215,3611.699951171875,3638.0,3600.699951171875,3612.550048828125,3568.612548828125,3823856,1755.199951171875,1775.8499755859375,1751.0999755859375,1764.300048828125,1739.820556640625,5757079
2025-02-28,1202.0,1217.3499755859375,1193.300048828125,1200.0999755859375,1200.0999755859375,23007298,3584.949951171875,3600.0,3457.0,3483.25,3440.88525390625,7085018,1755.050048828125,1755.0999755859375,1682.449951171875,1687.699951171875,1664.2833251953125,12182167
2025-03-03,1204.0,1206.449951171875,1156.0,1171.25,1171.25,17944938,3485.0,3523.25,3476.14990234375,3493.050048828125,3450.56591796875,4990439,1692.300048828125,1728.5999755859375,1692.300048828125,1708.5999755859375,1684.893310546875,7504969
2025-03-04,1162.199951171875,1174.0,1159.550048828125,1161.9000244140625,1161.9000244140625,11377373,3474.0,3551.0,3464.300048828125,3532.050048828125,3489.091796875,2797737,1695.0,1699.0,1670.0,1688.300048828125,1664.8751220703125,6759673
2025-03-05,1161.0,1183.0,1157.0,1175.5999755859375,1175.5999755859375,8664095,3520.85009765625,3600.35009765625,3520.85009765625,3547.050048828125,3503.9091796875,2501894,1692.449951171875,1732.949951171875,1692.449951171875,1711.5,1687.753173828125,8180782
2025-03-06,1197.0,1213.949951171875,1185.1500244140625,1209.5999755859375,1209.5999755859375,14468014,3557.0,3609.449951171875,3536.10009765625,3601.60009765625,3557.795654296875,2786513,1715.0,1722.300048828125,1691.0999755859375,1715.8499755859375,1692.042724609375,10610547
2025-03-07,1216.0,1254.800048828125,1212.0,1249.800048828125,1249.800048828125,16474965,3600.0,3625.0,3574.39990234375,3611.199951171875,3567.27880859375,2051315,1703.0999755859375,1705.0,1675.5,1686.0,1662.60693359375,8019331
2025-03-10,1245.0,1258.0,1235.4000244140625,1238.4000244140625,1238.4000244140625,11931051,3606.5,3622.10009765625,3582.60009765625,3589.64990234375,3545.990966796875,1004626,1686.0,1719.0,1676.199951171875,1701.449951171875,1677.842529296875,7558981
2025-03-11,1240.0,1249.5,1229.75,1247.300048828125,1247.300048828125,10089838,3558.0,3588.75,3537.64990234375,3575.300048828125,3531.815673828125,1995450,1680.0,1680.0,1637.050048828125,1661.5999755859375,1638.54541015625,12671234
2025-03-12,1258.0,1263.0,1244.0,1257.050048828125,1257.050048828125,11977555,3565.0,3569.25,3486.85009765625,3506.199951171875,3463.555908203125,3174167,1636.9000244140625,1636.9000244140625,1563.800048828125,1590.8499755859375,1568.777099609375,14870008
2025-03-13,1260.050048828125,1264.1500244140625,1243.8499755859375,1247.9000244140625,1247.9000244140625,9505270,3502.300048828125,3524.300048828125,3484.10009765625,3511.050048828125,3468.34716796875,1693004,1599.25,1606.050048828125,1570.300048828125,1579.8499755859375,1557.9296875,7822888
2025-03-17,1242.1500244140625,1257.4000244140625,1233.0999755859375,1238.8499755859375,1238.8499755859375,16640917,3489.0,3530.449951171875,3477.35009765625,3497.699951171875,3455.159423828125,2690906,1545.1500244140625,1594.0,1545.1500244140625,1590.050048828125,1567.98828125,7526032
2025-03-18,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,1238.8499755859375,0,3497.699951171875,3497.699951171875,3497.699951171875,3497.699951171875,3455.159423828125,0,1590.050048828125,1590.050048828125,1590.050048828125,1590.050048828125,1567.98828125,0
2025-03-19,1241.050048828125,1253.25,1238.800048828125,1247.1500244140625,1247.1500244140625,16162399,3547.0,3547.0,3462.75,3497.10009765625,3454.56689453125,3051244,1603.0,1603.0,1572.800048828125,1586.550048828125,1564.536865234375,7387068
2025-03-20,1251.8499755859375,1273.0,1250.050048828125,1269.1500244140625,1269.1500244140625,15971477,3512.0,3578.949951171875,3512.0,3563.14990234375,3519.813232421875,2845192,1592.0,1631.9000244140625,1592.0,1615.550048828125,1593.134521484375,7186750
2025-03-21,1275.0,1281.0,1270.0999755859375,1276.3499755859375,1276.3499755859375,21780769,3475.0,3616.25,3465.0,3578.10009765625,3534.581787109375,4161925,1577.949951171875,1603.9000244140625,1563.6500244140625,1592.550048828125,1570.45361328125,10074677
2025-03-24,1291.0,1306.0,1284.25,1302.0999755859375,1302.0999755859375,20299319,3600.0,3649.75,3566.60009765625,3628.949951171875,3584.81298828125,1834751,1597.949951171875,1607.0999755859375,1572.699951171875,1592.75,1570.6507568359375,8857726
2025-03-25,1307.699951171875,1307.699951171875,1282.5999755859375,1285.449951171875,1285.449951171875,13713899,3645.0,3710.0,3638.0,3657.75,3613.2626953125,3135390,1605.0,1636.1500244140625,1605.0,1628.449951171875,1605.8553466796875,9890140
2025-03-26,1291.0,1293.800048828125,1268.75,1273.050048828125,1273.050048828125,12074747,3647.75,3680.5,3625.85009765625,3635.800048828125,3591.57958984375,1734499,1626.0,1637.75,1595.0,1599.449951171875,1577.2578125,6651302
2025-03-27,1278.1500244140625,1285.0,1271.300048828125,1278.199951171875,1278.199951171875,15028056,3614.85009765625,3663.0,3610.5,3651.199951171875,3606.79248046875,2528474,1595.550048828125,1619.949951171875,1586.0,1603.550048828125,1581.301025390625,9426573
2025-03-28,1280.0,1295.75,1269.0,1275.0999755859375,1275.0999755859375,18147129,3651.0,3660.949951171875,3591.89990234375,3606.14990234375,3562.290283203125,2051919,1590.0,1598.449951171875,1560.0,1570.6500244140625,1548.857421875,6799047
2025-04-01,1264.5999755859375,1277.9000244140625,1249.300048828125,1252.5999755859375,1252.5999755859375,12099648,3572.699951171875,3584.0,3525.0,3550.800048828125,3507.613525390625,2618493,1539.25,1547.4000244140625,1517.8499755859375,1526.5,1505.3199462890625,12680733
2025-04-02,1247.550048828125,1255.550048828125,1243.9000244140625,1251.1500244140625,1251.1500244140625,10142590,3544.0,3564.10009765625,3530.050048828125,3543.949951171875,3500.846923828125,1764313,1535.199951171875,1555.6500244140625,1535.199951171875,1550.1500244140625,1528.641845703125,6193478
2025-04-03,1233.050048828125,1251.800048828125,1233.050048828125,1248.699951171875,1248.699951171875,7434366,3491.0,3502.0,3396.14990234375,3403.14990234375,3361.75927734375,4537821,1534.6500244140625,1534.6500244140625,1485.050048828125,1496.5,1475.7362060546875,10459504
2025-04-04,1241.0999755859375,1245.449951171875,1193.1500244140625,1204.699951171875,1204.699951171875,17908652,3362.60009765625,3399.64990234375,3295.5,3299.39990234375,3259.271240234375,5317367,1460.5,1472.0,1448.0,1451.6500244140625,1431.508544921875,9590254
2025-04-07,1132.199951171875,1171.25,1114.8499755859375,1165.699951171875,1165.699951171875,22156106,3100.0,3291.39990234375,3056.050048828125,3274.050048828125,3234.2294921875,6623955,1352.0,1405.9000244140625,1307.0,1396.75,1377.3702392578125,21715252
2025-04-08,1172.0,1196.5999755859375,1163.300048828125,1182.199951171875,1182.199951171875,19555040,3302.050048828125,3349.0,3255.300048828125,3292.949951171875,3252.899658203125,5557558,1431.0,1456.5,1415.0,1428.800048828125,1408.9755859375,12805001
2025-04-09,1169.5,1189.800048828125,1168.0,1185.3499755859375,1185.3499755859375,10223104,3260.550048828125,3270.0,3212.050048828125,3246.60009765625,3207.113525390625,2990265,1405.050048828125,1409.449951171875,1381.9000244140625,1403.699951171875,1384.2237548828125,8546854
2025-04-11,1195.1500244140625,1222.6500244140625,1195.1500244140625,1218.949951171875,1218.949951171875,11224242,3289.550048828125,3298.949951171875,3206.0,3231.5,3192.197021484375,7108961,1411.25,1438.800048828125,1397.050048828125,1409.449951171875,1389.89404296875,12567440
2025-04-15,1251.0,1251.0,1237.0999755859375,1240.0999755859375,1240.0999755859375,13378535,3314.39990234375,3314.39990234375,3238.60009765625,3248.199951171875,3208.69384765625,3512160,1445.5999755859375,1447.699951171875,1409.0,1426.0,1406.21435546875,10178530
2025-04-16,1234.0999755859375,1240.9000244140625,1229.0,1239.300048828125,1239.300048828125,8248464,3248.199951171875,3278.10009765625,3229.0,3273.800048828125,3233.982421875,2384391,1425.0,1427.5,1396.800048828125,1413.0999755859375,1393.493408203125,12022740
2025-04-17,1240.199951171875,1280.199951171875,1227.5999755859375,1274.5,1274.5,15398401,3245.5,3303.60009765625,3218.0,3298.89990234375,3258.77734375,2932346,1398.0,1429.800048828125,1378.300048828125,1419.5,1399.8045654296875,14264227
2025-04-21,1270.0,1300.9000244140625,1267.0,1295.5,1295.5,10429964,3290.10009765625,3354.0,3284.10009765625,3321.60009765625,3281.201171875,2432946,1410.0,1471.800048828125,1410.0,1451.0,1430.8675537109375,15648970
2025-04-22,1300.0,1303.9000244140625,1286.300048828125,1291.199951171875,1291.199951171875,13051707,3322.60009765625,3333.89990234375,3295.0,3314.39990234375,3274.088623046875,2710498,1440.0,1440.0,1419.300048828125,1422.800048828125,1403.058837890625,9399738
2025-04-23,1297.0,1306.0,1285.4000244140625,1300.0,1300.0,10480888,3365.0,3420.89990234375,3337.300048828125,3413.0,3371.489501953125,3543923,1446.0,1487.800048828125,1439.5999755859375,1474.9000244140625,1454.4359130859375,11136642
2025-04-24,1292.4000244140625,1304.5,1290.300048828125,1301.5999755859375,1301.5999755859375,10468940,3401.10009765625,3412.5,3387.699951171875,3401.60009765625,3360.228271484375,2252175,1469.9000244140625,1482.9000244140625,1461.5,1471.4000244140625,1450.9844970703125,7114292
2025-04-25,1303.5,1325.199951171875,1288.0999755859375,1300.4000244140625,1300.4000244140625,14431012,3420.0,3477.800048828125,3405.0,3448.0,3406.06396484375,2742991,1475.5,1501.699951171875,1463.5,1480.199951171875,1459.662353515625,8329979
2025-04-28,1340.0,1374.5999755859375,1320.199951171875,1368.800048828125,1368.800048828125,31104496,3435.0,3457.800048828125,3405.0,3443.5,3401.618408203125,1593296,1480.199951171875,1489.5999755859375,1465.300048828125,1482.0999755859375,1461.5360107421875,5886253
2025-04-29,1371.0,1410.9000244140625,1370.0,1399.699951171875,1399.699951171875,32538970,3455.0,3495.0,3430.39990234375,3472.5,3430.265869140625,1578332,1482.0,1509.800048828125,1474.0999755859375,1497.5,1476.722412109375,8056743
2025-04-30,1402.0,1412.4000244140625,1369.0,1405.0,1405.0,25480745,3472.0,3509.89990234375,3366.0,3453.699951171875,3411.694580078125,2809332,1496.800048828125,1508.800048828125,1482.5999755859375,1500.0999755859375,1479.2862548828125,7704183
2025-05-02,1414.0,1426.699951171875,1409.0999755859375,1419.800048828125,1419.800048828125,13007841,3472.0,3491.5,3420.0,3431.0,3389.270751953125,1721761,1499.699951171875,1523.199951171875,1496.199951171875,1506.9000244140625,1485.991943359375,7402310
2025-05-05,1431.0,1439.5,1426.9000244140625,1431.300048828125,1431.300048828125,12685649,3450.0,3504.5,3446.39990234375,3454.300048828125,3412.287353515625,1284443,1515.0,1523.0,1502.800048828125,1508.5999755859375,1487.6683349609375,4282493
2025-05-06,1431.0,1432.0,1410.5999755859375,1420.9000244140625,1420.9000244140625,14084117,3460.0,3473.0,3437.0,3460.0,3417.91796875,1324763,1506.0,1515.5999755859375,1499.0999755859375,1511.5,1490.528076171875,4270530
2025-05-07,1420.9000244140625,1424.4000244140625,1402.699951171875,1406.0,1406.0,13440169,3420.60009765625,3459.5,3420.60009765625,3445.10009765625,3403.19921875,1477128,1500.0,1518.800048828125,1496.5999755859375,1508.300048828125,1487.37255859375,5691799
2025-05-08,1404.0999755859375,1420.800048828125,1398.0,1407.0,1407.0,16106175,3448.0,3477.0,3428.699951171875,3448.89990234375,3406.952880859375,2543591,1508.0,1516.5,1501.199951171875,1511.4000244140625,1490.4295654296875,8424409
2025-05-09,1385.5,1394.800048828125,1374.5,1377.199951171875,1377.199951171875,13668904,3399.0,3446.199951171875,3398.10009765625,3440.300048828125,3398.45751953125,2531757,1500.699951171875,1511.4000244140625,1494.0999755859375,1507.5999755859375,1486.6822509765625,4478653
2025-05-12,1400.0,1439.0,1400.0,1436.5,1436.5,10674081,3505.0,3630.5,3502.199951171875,3620.39990234375,3576.366943359375,2228678,1537.0,1632.0,1532.0,1626.9000244140625,1604.3270263671875,11372857
2025-05-13,1433.5,1447.699951171875,1412.4000244140625,1415.699951171875,1415.699951171875,11407896,3620.39990234375,3623.0,3510.5,3515.0,3472.2490234375,3062887,1609.0,1612.199951171875,1564.5999755859375,1568.5999755859375,1546.8358154296875,12846210
2025-05-14,1420.0,1429.9000244140625,1415.5,1424.4000244140625,1424.4000244140625,5570160,3521.0,3561.0,3508.60009765625,3548.699951171875,3505.5390625,2119499,1574.0,1595.0,1569.5,1592.4000244140625,1570.3056640625,4870057
2025-05-15,1425.0,1461.4000244140625,1412.699951171875,1454.199951171875,1454.199951171875,20177211,3564.0,3600.0,3514.10009765625,3579.89990234375,3536.359619140625,3548330,1589.800048828125,1618.5999755859375,1571.0,1613.0,1590.6197509765625,11151167
2025-05-16,1453.199951171875,1461.0,1447.300048828125,1456.4000244140625,1456.4000244140625,9036695,3593.89990234375,3593.89990234375,3546.10009765625,3561.300048828125,3517.98583984375,1666727,1612.5999755859375,1612.5999755859375,1581.5,1589.9000244140625,1567.84033203125,4576751
2025-05-19,1452.0999755859375,1454.5999755859375,1438.199951171875,1440.800048828125,1440.800048828125,6195791,3550.0,3550.0,3503.699951171875,3518.800048828125,3476.002685546875,2537377,1576.5,1585.0,1555.699951171875,1559.800048828125,1538.157958984375,8855798
2025-05-20,1438.199951171875,1445.0,1421.800048828125,1424.5999755859375,1424.5999755859375,11270560,3531.800048828125,3558.0,3494.0,3498.300048828125,3455.752197265625,2038374,1570.0,1583.5,1558.0,1560.5999755859375,1538.94677734375,7143998
2025-05-21,1423.9000244140625,1436.199951171875,1418.0999755859375,1429.199951171875,1429.199951171875,6136364,3508.0,3537.0,3498.300048828125,3525.800048828125,3482.917724609375,1440153,1567.9000244140625,1571.0,1552.0999755859375,1568.5,1546.7371826171875,4157309
2025-05-22,1421.199951171875,1423.800048828125,1396.9000244140625,1409.4000244140625,1409.4000244140625,12134466,3495.0,3497.800048828125,3451.300048828125,3477.0,3434.711181640625,2034383,1555.5,1560.800048828125,1540.0,1547.5,1526.028564453125,6158990
2025-05-23,1406.5999755859375,1433.800048828125,1406.5999755859375,1426.800048828125,1426.800048828125,6474883,3477.0,3535.0,3465.60009765625,3514.60009765625,3471.853759765625,1274331,1550.0,1587.199951171875,1550.0,1564.800048828125,1543.088623046875,5038421
2025-05-26,1432.0,1441.0,1425.0999755859375,1434.800048828125,1434.800048828125,4842944,3521.0,3545.0,3510.10009765625,3537.300048828125,3494.27783203125,967470,1566.5999755859375,1583.800048828125,1562.699951171875,1580.5,1558.5706787109375,3170102
2025-05-27,1426.0999755859375,1437.0,1413.9000244140625,1422.0999755859375,1422.0999755859375,12640414,3532.0,3540.0,3483.10009765625,3498.699951171875,3456.147216796875,2467680,1579.9000244140625,1582.9000244140625,1556.4000244140625,1570.0999755859375,1548.3150634765625,7775714
2025-05-28,1420.0999755859375,1422.5999755859375,1410.699951171875,1412.9000244140625,1412.9000244140625,5944611,3520.0,3529.0,3493.0,3497.699951171875,3455.159423828125,1222933,1581.0,1587.699951171875,1570.0,1571.800048828125,1549.991455078125,3623370
2025-05-29,1412.0999755859375,1420.0,1408.5999755859375,1417.800048828125,1417.800048828125,13771917,3504.699951171875,3532.5,3486.5,3498.10009765625,3455.5546875,3188072,1589.0,1608.9000244140625,1576.5999755859375,1585.5999755859375,1563.5999755859375,8609500
2025-05-30,1418.0,1430.5999755859375,1409.699951171875,1420.9000244140625,1420.9000244140625,13788484,3490.0,3506.699951171875,3453.10009765625,3463.39990234375,3421.276611328125,3404365,1571.0,1572.0,1555.0999755859375,1562.699951171875,1562.699951171875,13148092
2025-06-02,1412.0999755859375,1417.5,1395.5999755859375,1413.699951171875,1413.699951171875,8098668,3450.0,3460.0,3418.60009765625,3449.800048828125,3407.842041015625,1877585,1560.0,1560.0,1539.0,1553.800048828125,1553.800048828125,4374509
2025-06-03,1422.300048828125,1426.5,1403.4000244140625,1405.5,1405.5,11252626,3446.0,3473.5,3400.5,3405.199951171875,3363.784423828125,2848125,1559.0,1567.300048828125,1535.5999755859375,1543.0,1543.0,6853403
2025-06-04,1414.699951171875,1425.699951171875,1406.0999755859375,1423.5,1423.5,8126827,3389.0,3394.800048828125,3370.0,3380.89990234375,3369.465087890625,2544807,1543.0,1557.300048828125,1541.4000244140625,1551.199951171875,1551.199951171875,4548307
2025-06-05,1428.0,1454.699951171875,1423.5999755859375,1442.4000244140625,1442.4000244140625,13716817,3409.0,3409.0,3363.699951171875,3371.10009765625,3359.6982421875,3584683,1547.9000244140625,1567.699951171875,1541.5999755859375,1554.300048828125,1554.300048828125,6948539
2025-06-06,1441.0,1451.5,1437.0,1443.5,1443.5,8182161,3371.10009765625,3390.89990234375,3358.699951171875,3384.199951171875,3372.75390625,2070390,1554.699951171875,1568.9000244140625,1543.0999755859375,1563.800048828125,1563.800048828125,3960020
2025-06-09,1457.0,1457.5,1445.300048828125,1448.800048828125,1448.800048828125,7885125,3400.0,3434.0,3390.89990234375,3421.89990234375,3410.326416015625,1718678,1578.0,1588.0,1571.0,1572.9000244140625,1572.9000244140625,2903202
2025-06-10,1450.0,1453.9000244140625,1436.0,1438.5,1438.5,7913181,3440.0,3485.800048828125,3423.199951171875,3462.89990234375,3451.187744140625,2419874,1584.0,1607.5,1577.5,1596.0,1596.0,8591925
2025-06-11,1445.800048828125,1468.5999755859375,1443.0999755859375,1448.9000244140625,1448.9000244140625,8195700,3470.0,3489.0,3449.10009765625,3471.89990234375,3460.1572265625,2847013,1590.0999755859375,1634.5999755859375,1590.0999755859375,1631.0999755859375,1631.0999755859375,10597410
2025-06-12,1453.5,1457.0,1434.4000244140625,1441.5999755859375,1441.5999755859375,8828114,3471.89990234375,3474.699951171875,3423.199951171875,3434.199951171875,3422.584716796875,4060134,1617.0,1628.0,1598.0999755859375,1608.5999755859375,1608.5999755859375,10483574
2025-06-13,1424.0,1435.5,1414.300048828125,1427.9000244140625,1427.9000244140625,9757276,3393.199951171875,3450.5,3393.199951171875,3445.699951171875,3434.0458984375,2178493,1576.0,1609.0,1570.199951171875,1602.0,1602.0,6968315
2025-06-16,1426.9000244140625,1442.4000244140625,1424.4000244140625,1437.800048828125,1437.800048828125,8458093,3440.0,3509.0,3426.199951171875,3496.300048828125,3484.474853515625,1934088,1600.0,1634.800048828125,1597.0999755859375,1623.800048828125,1623.800048828125,5591842
2025-06-17,1448.0,1448.0,1425.800048828125,1431.199951171875,1431.199951171875,10366599,3510.0,3520.0,3488.10009765625,3515.300048828125,3503.41064453125,2111940,1620.699951171875,1647.4000244140625,1615.5999755859375,1639.9000244140625,1639.9000244140625,7622083
2025-06-18,1430.0,1442.800048828125,1425.699951171875,1430.0999755859375,1430.0999755859375,6681735,3519.10009765625,3538.0,3443.10009765625,3451.39990234375,3439.7265625,2696327,1621.0,1644.699951171875,1621.0,1632.9000244140625,1632.9000244140625,5629707
2025-06-19,1430.0999755859375,1439.9000244140625,1425.699951171875,1433.300048828125,1433.300048828125,10007230,3450.0,3451.0,3413.0,3424.0,3412.41943359375,2672768,1623.9000244140625,1630.0,1611.5,1618.4000244140625,1618.4000244140625,5147760
2025-06-20,1431.0,1471.0,1428.0999755859375,1466.199951171875,1466.199951171875,29010635,3425.0,3446.300048828125,3410.89990234375,3435.699951171875,3424.07958984375,2351248,1619.0,1630.699951171875,1608.9000244140625,1622.9000244140625,1622.9000244140625,9202821
2025-06-23,1453.0,1463.800048828125,1442.0,1456.800048828125,1456.800048828125,5989078,3415.0,3425.0,3370.0,3393.60009765625,3382.122314453125,3123421,1601.0,1601.0,1575.4000244140625,1584.0,1584.0,7943676
2025-06-24,1465.0,1475.0,1443.0999755859375,1450.800048828125,1450.800048828125,16402744,3434.60009765625,3442.10009765625,3382.0,3390.39990234375,3378.932861328125,3403048,1601.0,1609.0,1576.5999755859375,1581.5999755859375,1581.5999755859375,8083992
2025-06-25,1464.0,1472.4000244140625,1460.5,1467.300048828125,1467.300048828125,7525851,3407.300048828125,3450.0,3400.0,3444.800048828125,3433.14892578125,1757699,1590.0,1619.9000244140625,1585.0999755859375,1614.9000244140625,1614.9000244140625,7813533
2025-06-26,1469.0999755859375,1498.800048828125,1465.0999755859375,1495.300048828125,1495.300048828125,14657893,3444.800048828125,3451.39990234375,3415.300048828125,3441.800048828125,3430.1591796875,2879106,1608.800048828125,1624.0,1606.5999755859375,1616.0,1616.0,6519233
2025-06-27,1499.4000244140625,1522.0,1496.9000244140625,1515.4000244140625,1515.4000244140625,11117052,3455.0,3466.39990234375,3431.0,3441.10009765625,3429.461669921875,1778433,1619.0,1629.5999755859375,1602.4000244140625,1608.0,1608.0,8912268
2025-06-30,1513.800048828125,1524.800048828125,1496.0,1500.5999755859375,1500.5999755859375,8409527,3439.89990234375,3464.89990234375,3430.0,3462.0,3450.290771484375,1468351,1615.0,1615.0,1594.0999755859375,1601.800048828125,1601.800048828125,6294505
2025-07-01,1500.5999755859375,1531.4000244140625,1500.0999755859375,1528.4000244140625,1528.4000244140625,10368523,3455.0,3485.0,3413.5,3429.699951171875,3418.10009765625,2375183,1609.0,1617.699951171875,1600.5,1606.800048828125,1606.800048828125,4178937
2025-07-02,1528.4000244140625,1530.0,1508.699951171875,1518.800048828125,1518.800048828125,6361002,3487.199951171875,3489.89990234375,3420.0,3423.300048828125,3411.7216796875,3090585,1618.0,1649.0,1603.4000244140625,1610.5,1610.5,8653641
2025-07-03,1520.800048828125,1531.9000244140625,1513.0,1517.800048828125,1517.800048828125,11283291,3430.0,3435.300048828125,3397.60009765625,3400.800048828125,3389.2978515625,2531870,1618.5,1632.4000244140625,1615.0,1618.699951171875,1618.699951171875,5259695
2025-07-04,1524.0,1530.0,1517.199951171875,1527.300048828125,1527.300048828125,6603501,3408.0,3427.0,3390.10009765625,3419.800048828125,3408.233642578125,1109320,1625.0,1643.4000244140625,1612.300048828125,1640.699951171875,1640.699951171875,4411273
2025-07-07,1526.5999755859375,1544.800048828125,1525.0,1541.5,1541.5,7251074,3418.300048828125,3426.10009765625,3408.39990234375,3411.699951171875,3400.160888671875,1639174,1640.0,1644.0,1623.0,1627.0,1627.0,3294523
2025-07-08,1536.0,1544.9000244140625,1530.199951171875,1537.5999755859375,1537.5999755859375,7171261,3405.0,3425.0,3393.39990234375,3406.199951171875,3394.679443359375,2325242,1628.0,1646.199951171875,1621.5,1638.699951171875,1638.699951171875,4590681
2025-07-09,1536.699951171875,1551.0,1510.0999755859375,1519.0,1519.0,8870660,3410.0,3414.0,3367.0,3383.800048828125,3372.355224609375,2034938,1637.800048828125,1638.0,1623.5999755859375,1633.699951171875,1633.699951171875,4580828
2025-07-10,1519.699951171875,1524.699951171875,1507.5,1517.199951171875,1517.199951171875,10047129,3380.0,3399.0,3356.0,3382.0,3370.561279296875,3035012,1638.9000244140625,1638.9000244140625,1607.0999755859375,1615.800048828125,1615.800048828125,5330179
2025-07-11,1512.0,1515.0,1490.300048828125,1495.199951171875,1495.199951171875,7234991,3299.89990234375,3335.0,3261.10009765625,3266.0,3254.95361328125,7635550,1579.0999755859375,1607.0999755859375,1563.0,1594.9000244140625,1594.9000244140625,11391755
2025-07-14,1492.199951171875,1500.0,1479.0999755859375,1483.699951171875,1483.699951171875,10311846,3266.0,3272.0,3200.0,3222.699951171875,3211.800048828125,3924009,1591.800048828125,1591.800048828125,1559.800048828125,1570.300048828125,1570.300048828125,9173426
2025-07-15,1486.199951171875,1496.5,1482.4000244140625,1485.4000244140625,1485.4000244140625,8132454,3206.0,3259.39990234375,3206.0,3252.300048828125,3241.300048828125,2590889,1565.0999755859375,1603.5999755859375,1564.0,1585.5999755859375,1585.5999755859375,7614807
2025-07-16,1473.0,1491.0,1471.5,1485.5999755859375,1485.5999755859375,10409983,3227.0,3244.89990234375,3220.60009765625,3233.10009765625,3233.10009765625,2540733,1579.0,1612.0,1578.5,1607.9000244140625,1607.9000244140625,6223491
2025-07-17,1487.4000244140625,1489.5999755859375,1473.9000244140625,1476.4000244140625,1476.4000244140625,11854613,3224.10009765625,3242.0,3204.10009765625,3209.199951171875,3209.199951171875,2947640,1598.0,1610.0,1580.0999755859375,1583.5,1583.5,7374814
